user_id,event_type,event_time,event_params
7345,funnel_start,2024-01-01T21:55:41,"{""funnel_type"": ""fasting""}"
7345,profile_start,2024-01-01T21:55:51,{}
7345,email_submit,2024-01-01T21:56:02,{}
7463,funnel_start,2024-01-01T22:08:30,"{""funnel_type"": ""activity""}"
7463,profile_start,2024-01-01T22:08:36,{}
7463,email_submit,2024-01-01T22:08:59,{}
7463,paywall_show,2024-01-01T22:15:19,{}
8023,funnel_start,2024-01-01T23:20:48,"{""funnel_type"": ""fasting""}"
8023,profile_start,2024-01-01T23:21:04,{}
8023,email_submit,2024-01-01T23:21:50,{}
8184,funnel_start,2024-01-01T23:41:17,"{""funnel_type"": ""fasting""}"
8184,profile_start,2024-01-01T23:41:31,{}
8184,email_submit,2024-01-01T23:41:46,{}
8184,paywall_show,2024-01-01T23:48:15,{}
8468,funnel_start,2024-01-02T00:22:01,"{""funnel_type"": ""fasting""}"
8468,profile_start,2024-01-02T00:22:21,{}
8654,funnel_start,2024-01-02T00:52:29,"{""funnel_type"": ""fasting""}"
8658,funnel_start,2024-01-02T00:53:22,"{""funnel_type"": ""fasting""}"
8658,profile_start,2024-01-02T00:53:30,{}
8658,email_submit,2024-01-02T00:53:52,{}
8681,funnel_start,2024-01-02T00:56:47,"{""funnel_type"": ""activity""}"
8717,funnel_start,2024-01-02T01:01:22,"{""funnel_type"": ""fasting""}"
8717,profile_start,2024-01-02T01:01:28,{}
8717,email_submit,2024-01-02T01:01:53,{}
8658,paywall_show,2024-01-02T01:04:22,{}
8717,paywall_show,2024-01-02T01:11:21,{}
8985,funnel_start,2024-01-02T01:46:32,"{""funnel_type"": ""fasting""}"
8985,profile_start,2024-01-02T01:46:41,{}
8985,email_submit,2024-01-02T01:47:14,{}
8985,paywall_show,2024-01-02T01:54:33,{}
9095,funnel_start,2024-01-02T02:05:23,"{""funnel_type"": ""fasting""}"
9097,funnel_start,2024-01-02T02:06:12,"{""funnel_type"": ""fasting""}"
9097,profile_start,2024-01-02T02:06:20,{}
9097,email_submit,2024-01-02T02:06:35,{}
9097,paywall_show,2024-01-02T02:13:25,{}
9193,funnel_start,2024-01-02T02:24:56,"{""funnel_type"": ""fasting""}"
9737,funnel_start,2024-01-02T04:41:31,"{""funnel_type"": ""fasting""}"
9737,profile_start,2024-01-02T04:41:42,{}
9737,email_submit,2024-01-02T04:41:59,{}
9798,funnel_start,2024-01-02T05:04:43,"{""funnel_type"": ""activity""}"
9798,profile_start,2024-01-02T05:04:48,{}
9798,email_submit,2024-01-02T05:05:15,{}
9954,funnel_start,2024-01-02T05:52:02,"{""funnel_type"": ""activity""}"
9954,profile_start,2024-01-02T05:52:07,{}
9954,email_submit,2024-01-02T05:52:26,{}
9954,paywall_show,2024-01-02T05:56:19,{}
9954,payment_done,2024-01-02T05:58:32,{}
10120,funnel_start,2024-01-02T06:37:38,"{""funnel_type"": ""fasting""}"
10120,profile_start,2024-01-02T06:37:49,{}
10120,email_submit,2024-01-02T06:38:06,{}
10120,paywall_show,2024-01-02T06:51:11,{}
10280,funnel_start,2024-01-02T07:16:45,"{""funnel_type"": ""fasting""}"
10280,profile_start,2024-01-02T07:17:03,{}
10406,funnel_start,2024-01-02T07:44:02,"{""funnel_type"": ""yoga""}"
10406,profile_start,2024-01-02T07:44:22,{}
10464,funnel_start,2024-01-02T07:55:05,"{""funnel_type"": ""fasting""}"
10464,profile_start,2024-01-02T07:55:21,{}
10464,email_submit,2024-01-02T07:55:35,{}
10406,paywall_show,2024-01-02T08:01:32,{}
10464,paywall_show,2024-01-02T08:02:12,{}
10464,payment_done,2024-01-02T08:03:15,{}
10676,funnel_start,2024-01-02T08:36:05,"{""funnel_type"": ""activity""}"
10787,funnel_start,2024-01-02T08:58:15,"{""funnel_type"": ""activity""}"
10787,profile_start,2024-01-02T08:58:24,{}
10787,email_submit,2024-01-02T08:58:44,{}
10787,paywall_show,2024-01-02T09:02:05,{}
10848,funnel_start,2024-01-02T09:09:49,"{""funnel_type"": ""fasting""}"
10968,funnel_start,2024-01-02T09:32:59,"{""funnel_type"": ""activity""}"
10968,profile_start,2024-01-02T09:33:12,{}
10969,funnel_start,2024-01-02T09:33:12,"{""funnel_type"": ""fasting""}"
10969,profile_start,2024-01-02T09:33:22,{}
10968,email_submit,2024-01-02T09:33:37,{}
10969,email_submit,2024-01-02T09:33:48,{}
10968,paywall_show,2024-01-02T09:39:33,{}
10969,paywall_show,2024-01-02T09:41:29,{}
12245,funnel_start,2024-01-02T12:59:52,"{""funnel_type"": ""fasting""}"
12245,profile_start,2024-01-02T13:00:02,{}
12245,email_submit,2024-01-02T13:00:30,{}
12245,paywall_show,2024-01-02T13:07:10,{}
12284,funnel_start,2024-01-02T13:08:08,"{""funnel_type"": ""activity""}"
12284,profile_start,2024-01-02T13:08:12,{}
12284,email_submit,2024-01-02T13:08:24,{}
12284,paywall_show,2024-01-02T13:13:21,{}
12315,funnel_start,2024-01-02T13:15:36,"{""funnel_type"": ""activity""}"
12315,profile_start,2024-01-02T13:15:44,{}
12315,email_submit,2024-01-02T13:16:02,{}
12315,paywall_show,2024-01-02T13:22:01,{}
12377,funnel_start,2024-01-02T13:29:25,"{""funnel_type"": ""fasting""}"
12377,profile_start,2024-01-02T13:29:33,{}
12377,email_submit,2024-01-02T13:30:37,{}
12377,paywall_show,2024-01-02T13:39:35,{}
12747,funnel_start,2024-01-02T14:38:05,"{""funnel_type"": ""fasting""}"
12747,profile_start,2024-01-02T14:38:17,{}
12747,email_submit,2024-01-02T14:38:42,{}
12902,funnel_start,2024-01-02T15:04:15,"{""funnel_type"": ""fasting""}"
12902,profile_start,2024-01-02T15:04:24,{}
12973,funnel_start,2024-01-02T15:14:29,"{""funnel_type"": ""activity""}"
12973,profile_start,2024-01-02T15:14:35,{}
12973,email_submit,2024-01-02T15:14:46,{}
12973,paywall_show,2024-01-02T15:20:59,{}
13037,funnel_start,2024-01-02T15:27:48,"{""funnel_type"": ""fasting""}"
13037,profile_start,2024-01-02T15:27:59,{}
13037,email_submit,2024-01-02T15:28:17,{}
13374,funnel_start,2024-01-02T16:21:24,"{""funnel_type"": ""fasting""}"
13996,funnel_start,2024-01-02T18:07:06,"{""funnel_type"": ""fasting""}"
13996,profile_start,2024-01-02T18:07:12,{}
13996,email_submit,2024-01-02T18:07:39,{}
14062,funnel_start,2024-01-02T18:17:04,"{""funnel_type"": ""activity""}"
13996,paywall_show,2024-01-02T18:17:39,{}
13996,payment_done,2024-01-02T18:19:05,{}
14072,funnel_start,2024-01-02T18:19:05,"{""funnel_type"": ""fasting""}"
14130,funnel_start,2024-01-02T18:27:35,"{""funnel_type"": ""fasting""}"
14170,funnel_start,2024-01-02T18:34:07,"{""funnel_type"": ""fasting""}"
14170,profile_start,2024-01-02T18:34:22,{}
14170,email_submit,2024-01-02T18:34:38,{}
14226,funnel_start,2024-01-02T18:42:06,"{""funnel_type"": ""yoga""}"
14226,profile_start,2024-01-02T18:42:20,{}
14268,funnel_start,2024-01-02T18:47:54,"{""funnel_type"": ""activity""}"
14268,profile_start,2024-01-02T18:48:00,{}
14268,email_submit,2024-01-02T18:48:06,{}
14226,paywall_show,2024-01-02T18:52:43,{}
14435,funnel_start,2024-01-02T19:12:16,"{""funnel_type"": ""yoga""}"
14435,profile_start,2024-01-02T19:12:29,{}
14607,funnel_start,2024-01-02T19:37:47,"{""funnel_type"": ""fasting""}"
14607,profile_start,2024-01-02T19:37:56,{}
14607,email_submit,2024-01-02T19:38:34,{}
14841,funnel_start,2024-01-02T20:12:21,"{""funnel_type"": ""fasting""}"
14885,funnel_start,2024-01-02T20:18:25,"{""funnel_type"": ""activity""}"
14885,profile_start,2024-01-02T20:18:29,{}
14885,email_submit,2024-01-02T20:18:55,{}
14930,funnel_start,2024-01-02T20:24:02,"{""funnel_type"": ""activity""}"
14930,profile_start,2024-01-02T20:24:12,{}
14930,email_submit,2024-01-02T20:25:08,{}
14885,paywall_show,2024-01-02T20:25:25,{}
14930,paywall_show,2024-01-02T20:32:38,{}
14930,payment_done,2024-01-02T20:34:09,{}
15026,funnel_start,2024-01-02T20:37:23,"{""funnel_type"": ""activity""}"
15026,profile_start,2024-01-02T20:37:32,{}
15026,email_submit,2024-01-02T20:38:03,{}
15319,funnel_start,2024-01-02T21:10:23,"{""funnel_type"": ""activity""}"
15319,profile_start,2024-01-02T21:10:31,{}
15319,email_submit,2024-01-02T21:10:56,{}
15319,paywall_show,2024-01-02T21:19:42,{}
15696,funnel_start,2024-01-02T22:00:31,"{""funnel_type"": ""fasting""}"
15920,funnel_start,2024-01-02T22:25:54,"{""funnel_type"": ""fasting""}"
16080,funnel_start,2024-01-02T22:43:48,"{""funnel_type"": ""activity""}"
16247,funnel_start,2024-01-02T23:03:52,"{""funnel_type"": ""fasting""}"
16408,funnel_start,2024-01-02T23:26:11,"{""funnel_type"": ""fasting""}"
16408,profile_start,2024-01-02T23:26:16,{}
16408,email_submit,2024-01-02T23:26:49,{}
16487,funnel_start,2024-01-02T23:36:14,"{""funnel_type"": ""fasting""}"
17236,funnel_start,2024-01-03T01:33:08,"{""funnel_type"": ""activity""}"
17282,funnel_start,2024-01-03T01:44:10,"{""funnel_type"": ""fasting""}"
17282,profile_start,2024-01-03T01:44:25,{}
17538,funnel_start,2024-01-03T02:31:14,"{""funnel_type"": ""fasting""}"
17646,funnel_start,2024-01-03T02:54:33,"{""funnel_type"": ""activity""}"
18007,funnel_start,2024-01-03T04:26:45,"{""funnel_type"": ""fasting""}"
18007,profile_start,2024-01-03T04:26:55,{}
18007,email_submit,2024-01-03T04:27:30,{}
18042,funnel_start,2024-01-03T04:38:41,"{""funnel_type"": ""fasting""}"
18042,profile_start,2024-01-03T04:38:53,{}
18007,paywall_show,2024-01-03T04:39:02,{}
18042,email_submit,2024-01-03T04:39:15,{}
18042,paywall_show,2024-01-03T04:41:39,{}
18092,funnel_start,2024-01-03T04:57:37,"{""funnel_type"": ""fasting""}"
18092,profile_start,2024-01-03T04:57:45,{}
18092,email_submit,2024-01-03T04:58:23,{}
18206,funnel_start,2024-01-03T05:29:36,"{""funnel_type"": ""activity""}"
18206,profile_start,2024-01-03T05:29:46,{}
18206,email_submit,2024-01-03T05:29:58,{}
18206,paywall_show,2024-01-03T05:37:41,{}
18206,payment_done,2024-01-03T05:39:03,{}
18373,funnel_start,2024-01-03T06:14:27,"{""funnel_type"": ""fasting""}"
18373,profile_start,2024-01-03T06:14:34,{}
18373,email_submit,2024-01-03T06:14:56,{}
18373,paywall_show,2024-01-03T06:19:27,{}
18393,funnel_start,2024-01-03T06:19:41,"{""funnel_type"": ""fasting""}"
18393,profile_start,2024-01-03T06:19:51,{}
18373,payment_done,2024-01-03T06:20:52,{}
18634,funnel_start,2024-01-03T07:17:26,"{""funnel_type"": ""fasting""}"
18900,funnel_start,2024-01-03T08:17:45,"{""funnel_type"": ""activity""}"
18900,profile_start,2024-01-03T08:17:51,{}
18900,email_submit,2024-01-03T08:18:22,{}
18900,paywall_show,2024-01-03T08:24:19,{}
18958,funnel_start,2024-01-03T08:27:35,"{""funnel_type"": ""yoga""}"
18958,profile_start,2024-01-03T08:27:48,{}
18958,paywall_show,2024-01-03T08:41:23,{}
19038,funnel_start,2024-01-03T08:42:28,"{""funnel_type"": ""fasting""}"
19093,funnel_start,2024-01-03T08:51:52,"{""funnel_type"": ""fasting""}"
19093,profile_start,2024-01-03T08:52:05,{}
19093,email_submit,2024-01-03T08:52:46,{}
19108,funnel_start,2024-01-03T08:54:36,"{""funnel_type"": ""fasting""}"
19108,profile_start,2024-01-03T08:54:44,{}
19108,email_submit,2024-01-03T08:55:01,{}
19114,funnel_start,2024-01-03T08:56:09,"{""funnel_type"": ""fasting""}"
19114,profile_start,2024-01-03T08:56:14,{}
19114,email_submit,2024-01-03T08:56:25,{}
19176,funnel_start,2024-01-03T09:06:35,"{""funnel_type"": ""activity""}"
19176,profile_start,2024-01-03T09:06:44,{}
19114,paywall_show,2024-01-03T09:06:57,{}
19176,email_submit,2024-01-03T09:07:00,{}
19176,paywall_show,2024-01-03T09:10:43,{}
19415,funnel_start,2024-01-03T09:49:08,"{""funnel_type"": ""activity""}"
19609,funnel_start,2024-01-03T10:20:04,"{""funnel_type"": ""fasting""}"
19609,profile_start,2024-01-03T10:20:10,{}
19609,email_submit,2024-01-03T10:20:19,{}
19617,funnel_start,2024-01-03T10:22:00,"{""funnel_type"": ""fasting""}"
19617,profile_start,2024-01-03T10:22:07,{}
19617,email_submit,2024-01-03T10:22:40,{}
19617,paywall_show,2024-01-03T10:34:02,{}
19709,funnel_start,2024-01-03T10:35:54,"{""funnel_type"": ""fasting""}"
19709,profile_start,2024-01-03T10:36:06,{}
19709,email_submit,2024-01-03T10:36:20,{}
19609,paywall_show,2024-01-03T10:37:54,{}
19709,paywall_show,2024-01-03T10:41:27,{}
20429,funnel_start,2024-01-03T12:35:51,"{""funnel_type"": ""activity""}"
20429,profile_start,2024-01-03T12:35:58,{}
20473,funnel_start,2024-01-03T12:44:51,"{""funnel_type"": ""activity""}"
20473,profile_start,2024-01-03T12:45:01,{}
20775,funnel_start,2024-01-03T13:40:34,"{""funnel_type"": ""activity""}"
20832,funnel_start,2024-01-03T13:51:30,"{""funnel_type"": ""fasting""}"
21219,funnel_start,2024-01-03T15:00:07,"{""funnel_type"": ""fasting""}"
21425,funnel_start,2024-01-03T15:34:05,"{""funnel_type"": ""yoga""}"
21425,profile_start,2024-01-03T15:34:19,{}
21425,paywall_show,2024-01-03T15:41:55,{}
21592,funnel_start,2024-01-03T16:04:26,"{""funnel_type"": ""fasting""}"
21619,funnel_start,2024-01-03T16:09:19,"{""funnel_type"": ""yoga""}"
21619,profile_start,2024-01-03T16:09:42,{}
21619,paywall_show,2024-01-03T16:28:36,{}
21827,funnel_start,2024-01-03T16:43:39,"{""funnel_type"": ""activity""}"
21827,profile_start,2024-01-03T16:43:46,{}
21827,email_submit,2024-01-03T16:44:00,{}
21827,paywall_show,2024-01-03T16:52:10,{}
21904,funnel_start,2024-01-03T16:55:28,"{""funnel_type"": ""activity""}"
21904,profile_start,2024-01-03T16:55:36,{}
21904,email_submit,2024-01-03T16:55:56,{}
21904,paywall_show,2024-01-03T17:13:31,{}
22285,funnel_start,2024-01-03T17:58:07,"{""funnel_type"": ""activity""}"
22285,profile_start,2024-01-03T17:58:13,{}
22285,email_submit,2024-01-03T17:58:33,{}
22285,paywall_show,2024-01-03T18:13:30,{}
22285,payment_done,2024-01-03T18:14:41,{}
22426,funnel_start,2024-01-03T18:19:40,"{""funnel_type"": ""fasting""}"
22426,profile_start,2024-01-03T18:19:55,{}
22426,email_submit,2024-01-03T18:20:13,{}
22426,paywall_show,2024-01-03T18:28:56,{}
22538,funnel_start,2024-01-03T18:37:10,"{""funnel_type"": ""fasting""}"
22538,profile_start,2024-01-03T18:37:16,{}
22538,email_submit,2024-01-03T18:37:35,{}
22538,paywall_show,2024-01-03T18:51:22,{}
22538,payment_done,2024-01-03T18:55:49,{}
22832,funnel_start,2024-01-03T19:24:55,"{""funnel_type"": ""fasting""}"
22832,profile_start,2024-01-03T19:25:04,{}
22832,email_submit,2024-01-03T19:25:22,{}
22832,paywall_show,2024-01-03T19:29:27,{}
22832,payment_done,2024-01-03T19:32:58,{}
23285,funnel_start,2024-01-03T20:30:42,"{""funnel_type"": ""fasting""}"
23285,profile_start,2024-01-03T20:30:48,{}
23285,email_submit,2024-01-03T20:30:58,{}
23285,paywall_show,2024-01-03T20:35:42,{}
23673,funnel_start,2024-01-03T21:18:21,"{""funnel_type"": ""fasting""}"
23682,funnel_start,2024-01-03T21:20:12,"{""funnel_type"": ""fasting""}"
23682,profile_start,2024-01-03T21:20:25,{}
23682,email_submit,2024-01-03T21:20:49,{}
23712,funnel_start,2024-01-03T21:23:51,"{""funnel_type"": ""activity""}"
23712,profile_start,2024-01-03T21:23:58,{}
23722,funnel_start,2024-01-03T21:24:43,"{""funnel_type"": ""fasting""}"
23722,profile_start,2024-01-03T21:24:51,{}
23712,email_submit,2024-01-03T21:25:07,{}
23712,paywall_show,2024-01-03T21:31:34,{}
23898,funnel_start,2024-01-03T21:47:08,"{""funnel_type"": ""activity""}"
23898,profile_start,2024-01-03T21:47:13,{}
23898,email_submit,2024-01-03T21:47:30,{}
23951,funnel_start,2024-01-03T21:53:42,"{""funnel_type"": ""yoga""}"
23969,funnel_start,2024-01-03T21:55:15,"{""funnel_type"": ""fasting""}"
23969,profile_start,2024-01-03T21:55:22,{}
23969,email_submit,2024-01-03T21:55:39,{}
23898,paywall_show,2024-01-03T21:57:35,{}
23969,paywall_show,2024-01-03T22:00:35,{}
24271,funnel_start,2024-01-03T22:30:16,"{""funnel_type"": ""fasting""}"
24566,funnel_start,2024-01-03T23:06:30,"{""funnel_type"": ""yoga""}"
25364,funnel_start,2024-01-04T00:51:34,"{""funnel_type"": ""fasting""}"
25364,profile_start,2024-01-04T00:51:53,{}
25364,email_submit,2024-01-04T00:52:22,{}
25563,funnel_start,2024-01-04T01:22:53,"{""funnel_type"": ""fasting""}"
25768,funnel_start,2024-01-04T01:57:00,"{""funnel_type"": ""activity""}"
25768,profile_start,2024-01-04T01:57:09,{}
25768,email_submit,2024-01-04T01:57:34,{}
25830,funnel_start,2024-01-04T02:09:08,"{""funnel_type"": ""fasting""}"
25830,profile_start,2024-01-04T02:09:12,{}
25830,email_submit,2024-01-04T02:09:33,{}
25830,paywall_show,2024-01-04T02:23:42,{}
26186,funnel_start,2024-01-04T03:29:34,"{""funnel_type"": ""fasting""}"
26186,profile_start,2024-01-04T03:29:51,{}
26186,email_submit,2024-01-04T03:30:07,{}
26186,paywall_show,2024-01-04T03:33:28,{}
26186,payment_done,2024-01-04T03:36:18,{}
26289,funnel_start,2024-01-04T03:57:50,"{""funnel_type"": ""fasting""}"
26667,funnel_start,2024-01-04T05:49:03,"{""funnel_type"": ""fasting""}"
26706,funnel_start,2024-01-04T05:58:45,"{""funnel_type"": ""fasting""}"
26706,profile_start,2024-01-04T05:58:53,{}
26706,email_submit,2024-01-04T05:59:12,{}
26706,paywall_show,2024-01-04T06:05:57,{}
27112,funnel_start,2024-01-04T07:28:15,"{""funnel_type"": ""fasting""}"
27112,profile_start,2024-01-04T07:28:27,{}
27112,email_submit,2024-01-04T07:28:53,{}
27112,paywall_show,2024-01-04T07:37:09,{}
27697,funnel_start,2024-01-04T09:20:55,"{""funnel_type"": ""fasting""}"
27805,funnel_start,2024-01-04T09:40:27,"{""funnel_type"": ""activity""}"
27805,profile_start,2024-01-04T09:40:33,{}
27805,email_submit,2024-01-04T09:40:56,{}
27805,paywall_show,2024-01-04T09:46:19,{}
27963,funnel_start,2024-01-04T10:07:31,"{""funnel_type"": ""activity""}"
28097,funnel_start,2024-01-04T10:27:51,"{""funnel_type"": ""activity""}"
28108,funnel_start,2024-01-04T10:29:44,"{""funnel_type"": ""fasting""}"
28108,profile_start,2024-01-04T10:29:51,{}
28108,email_submit,2024-01-04T10:30:08,{}
28163,funnel_start,2024-01-04T10:37:59,"{""funnel_type"": ""fasting""}"
28163,profile_start,2024-01-04T10:38:07,{}
28163,email_submit,2024-01-04T10:38:27,{}
28108,paywall_show,2024-01-04T10:41:28,{}
28163,paywall_show,2024-01-04T10:41:46,{}
28189,funnel_start,2024-01-04T10:42:30,"{""funnel_type"": ""fasting""}"
28189,profile_start,2024-01-04T10:42:57,{}
28189,email_submit,2024-01-04T10:43:13,{}
28227,funnel_start,2024-01-04T10:49:01,"{""funnel_type"": ""activity""}"
28189,paywall_show,2024-01-04T11:04:32,{}
28387,funnel_start,2024-01-04T11:15:05,"{""funnel_type"": ""fasting""}"
28387,profile_start,2024-01-04T11:15:24,{}
28482,funnel_start,2024-01-04T11:29:52,"{""funnel_type"": ""fasting""}"
28482,profile_start,2024-01-04T11:30:04,{}
28482,email_submit,2024-01-04T11:30:46,{}
28482,paywall_show,2024-01-04T11:37:30,{}
28782,funnel_start,2024-01-04T12:23:42,"{""funnel_type"": ""activity""}"
28959,funnel_start,2024-01-04T12:54:59,"{""funnel_type"": ""fasting""}"
28959,profile_start,2024-01-04T12:55:09,{}
29037,funnel_start,2024-01-04T13:09:02,"{""funnel_type"": ""yoga""}"
29037,profile_start,2024-01-04T13:09:18,{}
29037,paywall_show,2024-01-04T13:25:12,{}
29273,funnel_start,2024-01-04T13:53:53,"{""funnel_type"": ""activity""}"
29273,profile_start,2024-01-04T13:54:01,{}
29273,email_submit,2024-01-04T13:54:23,{}
29530,funnel_start,2024-01-04T14:41:21,"{""funnel_type"": ""fasting""}"
29530,profile_start,2024-01-04T14:41:29,{}
29530,email_submit,2024-01-04T14:41:53,{}
29530,paywall_show,2024-01-04T14:48:13,{}
29782,funnel_start,2024-01-04T15:26:36,"{""funnel_type"": ""activity""}"
29782,profile_start,2024-01-04T15:26:44,{}
29782,email_submit,2024-01-04T15:27:15,{}
29782,paywall_show,2024-01-04T15:31:49,{}
30004,funnel_start,2024-01-04T16:02:37,"{""funnel_type"": ""fasting""}"
30004,profile_start,2024-01-04T16:02:45,{}
30004,email_submit,2024-01-04T16:02:54,{}
30320,funnel_start,2024-01-04T16:53:11,"{""funnel_type"": ""activity""}"
30375,funnel_start,2024-01-04T17:02:06,"{""funnel_type"": ""activity""}"
30613,funnel_start,2024-01-04T17:40:31,"{""funnel_type"": ""fasting""}"
30613,profile_start,2024-01-04T17:40:39,{}
30613,email_submit,2024-01-04T17:40:59,{}
30613,paywall_show,2024-01-04T17:49:10,{}
30678,funnel_start,2024-01-04T17:54:16,"{""funnel_type"": ""activity""}"
30751,funnel_start,2024-01-04T18:07:05,"{""funnel_type"": ""fasting""}"
30751,profile_start,2024-01-04T18:07:10,{}
30751,email_submit,2024-01-04T18:07:36,{}
30751,paywall_show,2024-01-04T18:23:44,{}
30981,funnel_start,2024-01-04T18:43:13,"{""funnel_type"": ""activity""}"
30981,profile_start,2024-01-04T18:43:19,{}
31413,funnel_start,2024-01-04T19:46:46,"{""funnel_type"": ""activity""}"
31413,profile_start,2024-01-04T19:46:52,{}
31413,email_submit,2024-01-04T19:47:13,{}
31413,paywall_show,2024-01-04T19:51:47,{}
